data1
1,284158759
0,273107474
1,729990234
0,002718561
0,228346853
0,091865779
0,150422645
0,080962013
0,028278519
0,001884479
0,161023285
0,369276282
0,024276339
2,285067439
0,005324144
0,022180844
0,063907347
0,035000575
0,186456225
0,099655418
0,078623446
0,022736245
0,01773512
0,586221171
0,021477069
0,03992861
0,046489383
20,84940459
0,003491646
0,290246631
0,413624516
6,258815907
0,844096489
3,575255676
0,067941573
0,510331865
0,009573036
3,535963993
0,010843548
0,534937535
0,011479464
0,326394184
7,126818406
11,44899289
5,614972172
0,008286324
0,595951196
0,144705988
0,338087329
0,004352068
0,67885043
0,039437624
0,079136607
0,31874778
0,084483954
0,147999946
0,340684338
0,468395218
0,092469061
1,731182795
5,895738619
0,059275692
0,610593707
0,106892446
0,015331821
0,089083161
0,207151282
0,172326131
0,055334275
0,04208016
0,016431577
0,01023911
2,447096447
1,280467471
0,809620718
16,70033354
1,962114736
1,019880792
0,070053087
0,013956028
0,063124478
0,019111159
1,409143848
6,252807557
0,075363241
0,060349901
0,190017824
0,003736968
0,076514014
0,001199337
0,57970069
0,022772505
0,348147379
2,836737039
0,098718488
0,023252054
0,149412102
0,025974704
0,051883765
0,081539916
