data2
963,7234845
-183,6434859
-199,9912227
-199,8199594
-70,41598754
-199,9896023
-199,1575254
-199,9254798
-73,35315265
-199,9399811
-58,05949473
273,4277157
-199,9753809
-195,3188264
-196,9775949
-199,8400998
-196,0845946
-199,9960017
-199,2437288
-198,9149829
-199,7602956
-196,6750952
-199,9932803
-199,9747219
-199,7555743
-196,4341692
-193,847165
-195,2582807
-199,3616325
-199,7027367
-199,1909429
-199,5380614
-194,5583799
-166,9618271
-199,6437775
-198,7722118
242,9752939
-161,5161161
-197,0414169
-197,4848669
-199,4432192
-124,1574111
-187,4723388
-199,9205679
-142,1364665
-197,7731498
-177,1484101
-199,9396813
-199,5412294
-198,8658139
-199,9191002
-199,7826582
-199,9412545
-198,2360016
-199,8977345
-197,7216722
-199,8494715
51,99233437
-199,9933421
-199,9664923
-192,8933963
-199,6795564
-198,1406218
384,7594093
-199,890072
-199,2221697
-199,7500736
-199,9881492
-199,5970171
-187,8739394
-19,02121635
-199,6490338
-197,3770965
-199,1853399
-199,7411993
-199,9230391
6,431328362
-199,9959416
-194,1579789
-199,4171374
-199,9914592
-199,8887763
-199,9697731
-130,7498499
-199,2756551
-198,7628553
-199,7300207
-199,9098503
-199,9265439
-199,439037
-197,9058287
-187,3899849
-198,7707988
-199,7884407
-194,5008989
0,596172348
-199,9367812
-118,5982058
-199,9496201
-199,2432056
